name,ra,dec,lii,bii,cluster_radius,pm_ra,pm_dec,rad_vel,rad_vel_error,num_cluster_stars,distance
Loden 565,181.988,-60.69,297.632,1.733,  0.185,  -5.15,   0.55,   10.10,    0.20,     96,     703
Loden 682,191.805,-60.69,302.415,2.178,  0.215,  -6.35,  -1.56,  -31.00,,     99,     731
NGC 3255,156.665,-60.682,286.106,-2.63,  0.140,  -4.40,  -2.08,,,     52,    3162
Trumpler 18,167.895,-60.665,290.999,-0.128,  0.160,  -8.90,   0.60,  -17.40,    7.00,    215,    1422
Trumpler 20,189.938,-60.635,301.498,2.204,  0.330, -14.65,  -3.12,  -40.80,    0.40,    482,    3311
ASCC 79,229.665,-60.63,320.039,-2.745,  0.510,  -3.55,  -4.20,    4.53,    2.65,    703,     871
Loden 309,167.43,-60.57,290.752,-0.126,  0.105,  -9.69,   0.25,,,     24,     765
Hogg 6,151.65,-60.5,283.957,-3.851,  0.110,  -8.38,  -0.10,,,     54,    1412
Teutsch 80,223.35,-60.485,317.41,-1.088,  0.145,  -6.78,   0.42,,,    249,    2352
DBSB 87,203.213,-60.455,308.019,2.007,  0.075,  -6.63,   1.70,,,     42,    1791
Ruprecht 104,186.255,-60.445,299.677,2.26,  0.115, -10.99,  -5.09,,,     81,    2702
ASCC 63,163.98,-60.415,289.136,-0.675,  0.150,  -5.86,   2.20, -142.00,    0.01,    107,    2686
Ruprecht 159,140.107,-60.395,279.564,-7.489,  0.100,  -3.56,   9.43,,,     93,    6347
Hogg 11,167.903,-60.39,290.899,0.128,  0.090,  -3.67,   3.19,,,     41,    2554
Hogg 10,167.685,-60.385,290.797,0.092,  0.110,  -9.75,   2.06,   -7.00,    8.00,     62,    1920
DBSB 136,216.25,-60.375,314.25,0.424,  0.070,  -5.03,  -1.81,  -63.91,,     93,    6581
FSR 1686,220.071,-60.372,315.997,-0.291,  0.115,  -2.62,  -4.64,,,     73,    5405
ESO 123-26,118.05,-60.34,273.091,-16.31,  0.200,  -1.26,   8.57,,,     92,     816
NGC 3496,164.903,-60.34,289.517,-0.414,  0.180,  -7.62,   4.17,   -6.28,    3.82,    152,    1359
Trumpler 12,151.635,-60.3,283.833,-3.694,  0.160,  -9.23,   3.05,,,    103,    1435
NGC 3572,167.602,-60.25,290.708,0.202,  0.120,  -9.19,   2.31,   -7.95,    2.42,     66,    1997
Hogg 13,169.076,-60.245,291.386,0.477,  0.085,  -5.78,   3.86,,,     27,    2208
Sher 1,165.255,-60.23,289.631,-0.241,  0.045,  -6.42,   5.84,,,     10,    5801
Loden 1010,206.273,-60.23,309.55,1.951,  0.155,  -8.90,  -0.10,  -18.61,   10.51,    225,     949
MWSC 4408,273.877,-60.215,334.207,-19.07,  0.165,  -1.60,  -7.99,,,     82,    2167
Collinder 275,203.632,-60.213,308.264,2.212,  0.125,  -9.36,   2.58,,,    110,    1952
FSR 1663,205.27,-60.197,309.068,2.082,  0.095,  -6.24,  -0.08,,,    121,    1513
Trumpler 13,155.951,-60.133,285.515,-2.352,  0.160,  -7.21,   5.40,  -10.80,,    108,    2070
Bochum 9,158.925,-60.13,286.783,-1.585,  0.170, -10.20,  -0.23,,,     96,     940
ASCC 80,231.188,-60.128,320.945,-2.732,  0.315,  -3.33,  -5.03,  -25.00,   20.00,    688,    1281
NGC 3114,150.48,-60.11,283.258,-3.882,  0.345,  -7.55,   3.90,   -1.40,    0.70,    496,     944
NGC 4439,187.118,-60.11,300.071,2.634,  0.125, -11.40,  -4.73,,,    115,    1659
FSR 1721,267.21,-60.11,332.88,-16.003,  0.170,   1.77,  -9.15,,,     88,    2326
ASCC 62,162.765,-60.085,288.449,-0.642,  0.165,  -8.64,   1.45,   -4.05,    4.95,    133,    2322
Bochum 11,161.812,-60.083,288.025,-0.856,  0.195,  -6.95,  -1.16,  -15.83,    2.27,     20,    2261
NGC 5043,199.02,-60.065,306.005,2.66,  0.170, -11.03,  -1.07,,,    158,     860
FSR 1680,217.14,-60.02,314.79,0.597,  0.115,  -3.28,  -6.40,,,    104,    1458
MWSC 5723,295.522,-60.015,337.006,-29.502,  0.150,   6.08,  -0.98,,,     46,    1195
Ruprecht 111,219,-59.98,315.666,0.281,  0.140,   0.29,  -1.22,,,    187,    1560
MWSC 4116,94.8,-59.97,269.072,-27.208,  0.225,  -0.92,   8.55,,,     73,    1743
NGC 5299,207.607,-59.945,310.262,2.085,  0.110,  -8.17,  -0.26,,,    139,    1847
NGC 2132,88.83,-59.92,268.703,-30.18,  0.245,  -1.33,   7.43,,,     52,    1003
Collinder 223,157.643,-59.855,286.091,-1.672,  0.115,  -7.56,   2.25,    8.46,    3.59,     89,    1376
DBSB 89,221.257,-59.833,316.759,-0.046,  0.065,  -2.59,   1.50,,,     32,    4069
Feinstein 1,166.68,-59.82,290.117,0.421,  0.200,  -6.80,   1.32,  -13.43,    8.91,     90,    1414
Hogg 14,187.185,-59.81,300.078,2.936,  0.085,  -9.48,  -4.00,,,     55,    1036
Loden 821,201.06,-59.81,307.05,2.799,  0.220,  -7.00,   2.76,  -39.00,    7.40,    277,    2642
Loden 1095,208.403,-59.745,310.697,2.186,  0.125,  -9.64,  -2.12,,,     84,    4028
Loden 1194,211.455,-59.745,312.182,1.784,  0.180,  -7.20,  -3.00,    2.00,    3.70,    137,     673
Loden 1225,212.34,-59.725,312.615,1.674,  0.210,  -9.95,   0.25,,,    439,    1330
ESO 130-13,185.768,-59.665,299.352,3.009,  0.205,  -7.53,  -4.45,,,    295,    1509
Pismis 21,229.185,-59.655,320.354,-1.792,  0.110,  -5.53,  -1.94,  -41.20,    0.69,    133,    1174
NGC 5606,216.945,-59.63,314.841,0.996,  0.115,  -2.90,  -2.83,  -38.33,    1.75,    126,    2141
FSR 1698,230.241,-59.62,320.825,-2.047,  0.125,  -5.19,  -2.30,,,     96,    1562
DBSB 51,158.257,-59.615,286.235,-1.307,  0.060,  -8.02,   1.61,,,     38,    3189
NGC 5381,210.165,-59.605,311.594,2.098,  0.160,  -5.45,   0.70,,,    354,    1949
NGC 4852,195.045,-59.59,304.04,3.263,  0.155,  -8.00,  -0.50,   -5.00,    3.70,    187,    1106
vdBergh-Hagen 155,209.375,-59.58,311.214,2.225,  0.130,  -5.89,  -0.67,,,    165,    1864
Teutsch 106,164.855,-59.535,289.159,0.308,  0.075,  -0.78,  -3.42,,,     32,    6702
ESO 130-08,182.58,-59.52,297.732,2.936,  0.200,  -4.94,  -1.17,  -38.74,    7.92,    231,     800
SAI 113,155.674,-59.495,285.056,-1.888,  0.090,  -5.74,   1.85,,,     78,    2025
Ruprecht 113,239.385,-59.495,324.624,-4.706,  0.450,  -3.05,  -2.00,,,    756,     810
FSR 1689,221.722,-59.487,317.119,0.167,  0.120,  -6.01,   5.78,,,     84,    2282
Turner 6,164.754,-59.483,289.091,0.333,  0.075,  -0.88,  -0.40,,,     41,    3600
ASCC 53,144.54,-59.46,280.528,-5.279,  0.265,  -3.38,   4.36,,,    278,    1786
Teutsch 31,163.228,-59.46,288.382,0.021,  0.085,  -8.28,  -0.65,,,     49,    2918
Ruprecht 86,150.435,-59.455,282.845,-3.373,  0.085, -11.74,   6.60,,,     55,    7173
Loden 1152,209.865,-59.33,311.519,2.403,  0.145,  -6.00,   1.76,,,    275,    1711
FSR 1479,119.407,-59.32,272.472,-15.238,  0.135,  -1.33,  13.67,,,     40,    4055
ESO 130-06,181.965,-59.3,297.387,3.102,  0.190, -10.55,   0.41,   -0.96,    5.75,    199,    1198
DBSB 43,150.975,-59.295,282.97,-3.08,  0.085,  -8.54,   6.58,,,     41,    1940
Loden 915,203.572,-59.295,308.387,3.122,  0.280, -10.31,   0.70,  -21.61,   11.76,    265,     709
FSR 1700,234.705,-59.253,322.903,-3.034,  0.115,  -3.26,  -0.43,,,     70,    2357
Platais 10,205.29,-59.225,309.264,3.034,  1.000, -29.90, -10.70,   -8.00,    7.40,    329,     246
Trumpler 17,164.115,-59.223,288.686,0.431,  0.110,  -1.30,   4.13,   25.51,   10.88,     76,    2194
NGC 5284,206.602,-59.2,309.928,2.923,  0.210,  -8.70,   1.70,,,    146,    1577
FSR 1470,110.7,-59.199,270.434,-19.238,  0.175,  -1.89,   8.19,,,     52,    1055
FSR 1535,152.002,-59.195,283.336,-2.69,  0.100,  -7.45,   6.66,  -10.30,    0.30,     90,    1602
DC 5,159.998,-59.19,286.795,-0.5,  0.100,  -7.96,  -0.31,,,     88,    4430
Platais 8,136.875,-59.16,277.533,-7.832,  1.500, -15.00,  14.80,   17.32,    3.09,   1377,     141
ESO 134-12,221.197,-59.142,317.024,0.593,  0.110,  -5.35,   0.65,,,     98,    2088
vdBergh-Hagen 99,159.465,-59.125,286.525,-0.576,  0.340, -13.85,   0.05,    6.00,    3.49,    204,     517
Loden 1282,213.96,-59.12,313.586,1.995,  0.135,  -2.98,   0.41,,,    153,    1349
Bochum 10,160.613,-59.115,287.036,-0.283,  0.180,  -5.57,   2.99,   -2.19,    2.80,    118,    2017
Loden 280,167.452,-59.1,290.2,1.236,  0.060, -18.26,   3.09,,,     16,    5246
Pismis 20,228.846,-59.067,320.516,-1.201,  0.085,  -2.70,  -0.38,  -69.55,    2.35,     76,    1501
Hogg 9,164.602,-59.053,288.84,0.691,  0.070,  -4.77,   4.58,,,     21,    1751
Basel 17,167.632,-59.033,290.26,1.334,  0.125,  -6.00,  -0.14,,,     70,    1697
NGC 5138,201.795,-59.03,307.525,3.523,  0.140,  -2.63,   0.64,   -9.58,    0.57,     95,    1819
Ruprecht 167,214.593,-58.988,313.937,2.014,  0.200,  -5.86,  -3.20,,,    335,    1609
FSR 1651,201.382,-58.985,307.32,3.596,  0.157,  -9.55,   3.08,,,    226,    3602
DBSB 64,171.143,-58.95,291.922,2.052,  0.125, -10.86,   2.03,,,    101,    5254
Stock 13,168.248,-58.88,290.497,1.594,  0.145,  -9.90,   1.56,    1.00,    7.40,     76,    1577
FSR 1713,251.215,-58.86,329.368,-8.558,  0.090,   1.12,   1.96,,,     47,    4935
ASCC 74,203.955,-58.81,308.663,3.567,  0.180, -10.85,   0.50,,,     77,     550
Loden 143,157.222,-58.805,285.365,-0.883,  0.300,  -9.17,   1.83,   -0.40,    9.79,    202,     619
Loden 2045,227.64,-58.77,320.136,-0.625,  0.160,  -5.24,   1.56,,,    232,    2056
Carraro 1,159.232,-58.75,286.236,-0.309,  0.085,  -7.11,  -2.01,   -8.50,,     29,    1789
NGC 3532,166.455,-58.73,289.582,1.377,  0.425, -10.87,   4.89,    1.20,    0.72,    392,     454
FSR 1657,202.507,-58.73,307.933,3.766,  0.115, -10.04,   3.48,,,    134,    5409
FSR 1682,217.298,-58.71,315.346,1.786,  0.180,  -8.23,  -1.23,,,    370,    1388
Loden 1202,211.1,-58.7,312.302,2.838,  0.110,  -8.27,   0.34,,,     84,    1063
vdBergh-Hagen 91,154.245,-58.695,284.003,-1.62,  0.150, -12.10,   2.53,,,     79,     749
vdBergh-Hagen 118,170.625,-58.53,291.529,2.359,  0.115,  -8.23,   1.23,,,     41,    1221
ESO 139-54,271.155,-58.525,335.277,-17.135,  0.115,  -1.62,  -3.57,,,     43,     985
FSR 1580,171.938,-58.51,292.17,2.602,  0.100,  -5.20,  -0.03,,,     38,    2511
ASCC 60,158.287,-58.482,285.676,-0.322,  0.170,  -7.86,   3.87,  -14.50,    7.40,    172,    1122
Loden 372,172.725,-58.48,292.552,2.759,  0.110,  -9.47,  -1.58,,,     50,    1208
Ruprecht 108,203.055,-58.465,308.257,3.984,  0.170, -10.72,  -1.46,,,    144,     935
DBSB 139,227.505,-58.426,320.25,-0.293,  0.062,  -3.57,   0.63,  -65.81,,     49,    1950
Ruprecht 103,184.23,-58.417,298.413,4.152,  0.115, -13.24,  -0.94,,,     79,    1298
FSR 1625,190.2,-58.41,301.535,4.433,  0.195, -11.59,   1.09,,,    131,    2269
Loden 480,178.905,-58.39,295.655,3.691,  0.140,  -9.03,   4.40,,,    155,    1305
Loden 1171,209.843,-58.384,311.755,3.319,  0.145, -11.94,  -5.42,,,     68,     789
Lynga 3,229.208,-58.34,321.058,-0.681,  0.105,  -2.39,   0.01,,,    154,    4164
DBSB 140,227.512,-58.287,320.323,-0.175,  0.075,  -6.22,  -1.53,   -9.74,,     62,    1535
Loden 2158,233.768,-58.275,323.086,-1.958,  0.140,  -4.02,   0.33,,,    149,    6206
ESO 128-16,163.417,-58.245,287.936,1.156,  0.160,  -1.49,   6.27,,,     91,     973
NGC 3293,158.955,-58.23,285.853,0.072,  0.135,  -7.22,   2.11,  -11.18,    2.09,    128,    2441
vdBergh-Hagen 84,150.338,-58.215,282.058,-2.413,  0.095,  -4.35,   5.32,,,     77,    1282
ESO 129-19,170.287,-58.215,291.255,2.595,  0.107,  -7.94,   3.89,,,     42,    1791
Loden 1378,217.53,-58.215,315.642,2.201,  0.150,  -4.31,  -3.74,,,    220,    1346
ESO 139-13,264.457,-58.145,333.978,-13.829,  0.150,  -1.06,   0.30,  -33.87,    0.66,    102,    1500
Ruprecht 89,157.107,-58.135,284.965,-0.342,  0.155,  -3.75,   5.13,,,     89,     750
Loden 2159,233.415,-58.135,323.016,-1.736,  0.140,   0.75,  -1.34,,,    168,    6111
Loden 153,158.67,-58.13,285.673,0.083,  0.100,  -7.11,   4.36,  -10.33,    2.40,     42,    3015
Loden 28,150.803,-58.125,282.2,-2.194,  0.130,  -8.29,   2.41,,,     17,    3973
FSR 1674,211.659,-58.12,312.748,3.311,  0.155,  -0.45,  -2.07,,,    194,    3057
NGC 4337,186,-58.117,299.304,4.561,  0.185,  -7.56,  -1.91,,,     97,    2874
vdBergh-Hagen 90,153.045,-58.06,283.125,-1.449,  0.105,  -1.69,   3.14,,,    107,    1928
DBSB 48,157.87,-58.034,285.259,-0.047,  0.100,  -4.24,   1.34,   12.40,,     36,    6057
Collinder 220,156.465,-57.915,284.561,-0.333,  0.140,  -5.94,   2.51,  -13.00,    0.20,    175,    1465
ESO 141-47,289.563,-57.9,338.961,-26.198,  0.145,   7.34,  -6.29,,,     40,    2974
Loden 1177,209.775,-57.875,311.853,3.82,  0.140,  -6.72,   1.01,,,    157,    4167
ESO 131-09,187.403,-57.865,300.022,4.883,  0.145,  -4.35,   2.67,,,    108,    2255
Loden 1289,213.555,-57.86,313.786,3.257,  0.140,  -8.24,  -4.58,,,    161,    1753
NGC 1252,47.7,-57.76,274.077,-50.837,  0.250,   5.09,   5.18,,,     29,     944
DBSB 40,150.33,-57.705,281.747,-2.008,  0.060,  -3.23,   6.70,  -15.53,,     10,    1358
DBSB 92,225.9,-57.68,319.882,0.776,  0.100,  -7.41,  -2.42,,,     87,    1963
ASCC 59,155.115,-57.675,283.825,-0.516,  0.330,  -4.84,   3.18,,,    219,     509
FSR 1696,225.3,-57.665,319.608,0.943,  0.115,  -9.29,  -0.37,,,    116,    1148
IC 2581,156.9,-57.64,284.613,0.023,  0.165,  -5.83,   4.00,   -4.64,    3.51,    282,    2221
Collinder 292,237.51,-57.638,325.054,-2.652,  0.170,  -1.39,  -1.54,,,    141,    1106
FSR 1583,172.916,-57.623,292.386,3.606,  0.120, -11.42,   6.02,,,     66,    1639
NGC 5715,220.875,-57.567,317.533,2.093,  0.115,  -3.66,  -0.42,,,    126,    1490
FSR 1524,150,-57.555,281.516,-1.995,  0.120,  -8.62,   3.96,,,    100,    2541
Trumpler 19,168.562,-57.535,290.155,2.906,  0.215, -13.35,   3.93,,,    210,    1968
MWSC 4349,261.757,-57.525,333.772,-12.277,  0.150,  -3.52,  -7.65,,,     84,    3210
Ruprecht 91,161.91,-57.47,286.872,1.49,  0.135,  -9.86,   3.45,    5.44,    5.75,     61,    1095
NGC 6005,238.995,-57.44,325.796,-3.004,  0.130,  12.12,  13.26,,,     45,    1802
FSR 1527,151.633,-57.414,282.137,-1.358,  0.085,  -3.42,   5.27,,,     51,    3258
FSR 1621,189.847,-57.38,301.301,5.454,  0.145,  -8.57,   2.05,,,     92,    1015
FSR 1530,152.243,-57.285,282.328,-1.062,  0.095,  -1.47,   5.19,,,     40,    4153
FSR 1620,189.398,-57.26,301.052,5.561,  0.125,  -6.92,   7.36,,,     65,    2304
MWSC 4119,106.515,-57.23,267.674,-20.653,  0.205,  -2.80,   9.81,,,     79,    2347
FSR 1608,185.31,-57.185,298.83,5.446,  0.140,  -5.10,  -0.18,,,    129,    7354
FSR 1718,249.518,-57.095,330.124,-6.724,  0.070,  -6.91,  -0.53,,,     25,    2466
ASCC 55,148.5,-57.077,280.582,-2.115,  0.275,  -1.15,   2.60,,,    504,     970
DBSB 125,149.85,-57.07,281.157,-1.658,  0.077,  -7.86,   6.03,    3.85,,     42,    2817
IC 2488,141.915,-57,277.832,-4.417,  0.225,  -6.78,   6.00,   -2.63,    0.06,    372,    1138
FSR 1701,232.11,-56.997,323.092,-0.402,  0.100,  -2.87,  -7.11,,,     43,    1505
Turner 7,218.062,-56.895,316.404,3.316,  0.115,  -9.17,  -2.01,,,    221,    6955
ESO 175-06,214.695,-56.89,314.683,3.976,  0.195,  -8.74,  -1.88,  -27.90,,    126,     586
Ruprecht 114,241.584,-56.867,327.234,-3.494,  0.125,   0.99,   0.23,,,     61,    2088
ASCC 61,161.542,-56.84,286.405,1.957,  0.150,  -2.76,   3.12,,,    111,    1702
FSR 1569,170.093,-56.817,290.676,3.872,  0.095,  -4.09,   5.03,,,     26,    3336
FSR 1602,183.465,-56.785,297.776,5.71,  0.125,  -6.12,   1.92,,,     68,    3330
Loden 89,157.327,-56.78,284.364,0.878,  0.185,  -7.28,   3.90,,,    110,     626
Loden 112,158.085,-56.695,284.677,1.164,  0.145,  -8.68,   4.20,,,    141,    2430
DBSB 93,229.718,-56.66,322.182,0.598,  0.100,  -7.47,  -4.34,,,     80,    2049
Lynga 5,235.475,-56.65,324.789,-1.194,  0.160,  -5.70,  -3.58,,,    282,    1753
FSR 1521,148.83,-56.615,280.437,-1.641,  0.140,  -8.92,   6.10,,,    170,    1499
Loden 27,152.76,-56.587,282.157,-0.329,  0.115,  -6.09,   3.02,,,    100,    2628
vdBergh-Hagen 78,145.95,-56.565,279.179,-2.609,  0.052,  -3.44,   3.16,,,     39,    9763
FSR 1697,226.675,-56.517,320.819,1.583,  0.105,  -7.03,   2.14,,,    128,     912
NGC 5999,238.042,-56.467,326.016,-1.923,  0.100,   0.80,   0.25,,,     42,    1629
Basel 20,142.748,-56.43,277.771,-3.689,  0.140,  -4.08,   7.33,,,    171,    1380
Ruprecht 165,187.11,-56.43,299.737,6.299,  0.090, -10.49,   0.97,,,     35,    2082
NGC 3033,147.127,-56.425,279.586,-2.083,  0.125,  -3.19,   5.25,   26.73,    0.10,    107,    1020
vdBergh-Hagen 92,154.78,-56.423,282.988,0.433,  0.120,  -4.68,   1.20,,,    178,    1282
Loden 189,162.615,-56.42,286.739,2.6,  0.265,  -5.90,   2.03,   12.04,    6.15,    222,     819
DBSB 141,232.148,-56.375,323.459,0.1,  0.060,  -2.72,  -0.75,,,     52,    5240
FSR 1648,199.946,-56.351,306.875,6.304,  0.140,  -5.46,  -1.78,,,    111,    1050
Ruprecht 75,140.48,-56.317,276.788,-4.482,  0.085,  -9.65,   5.46,,,     34,    4405
Hogg 2,147.9,-56.31,279.845,-1.723,  0.075,  -4.18,   3.25,,,     31,    1819
vdBergh-Hagen 58,137.55,-56.262,275.618,-5.616,  0.070,  -0.29,  12.18,,,     26,    2398
FSR 1507,143.482,-56.248,277.946,-3.278,  0.105,  -5.47,   0.54,,,     80,    1445
FSR 1649,199.905,-56.18,306.872,6.476,  0.125,  -5.92,  -1.46,,,    134,    7086
FSR 1531,154.746,-56.17,282.833,0.634,  0.085,  -7.01,  -1.43,,,     57,    2710
FSR 1610,186.067,-56.165,299.132,6.506,  0.125,  -5.50,   1.89,,,    120,    4640
FSR 1688,218.655,-56.115,317.006,3.911,  0.115,  -5.36,  -2.45,,,     73,    1469
ESO 165-09,136.35,-55.938,274.925,-5.894,  0.160,  -9.83,  10.62,,,     55,     656
Schuster 1,151.15,-55.857,281.004,-0.257,  0.077,  -9.41,   3.06,,,     37,    1863
Loden 1,151.308,-55.805,281.045,-0.163,  0.093,  -9.49,   4.55,,,     69,     786
FSR 1513,147.15,-55.79,279.191,-1.586,  0.140,  -7.63,   2.34,,,    231,    1685
NGC 3960,177.66,-55.67,294.379,6.189,  0.170,  -9.88,  -1.61,  -22.56,    0.17,    131,    1884
NGC 5823,226.38,-55.595,321.131,2.466,  0.110,  -4.70,  -3.00,  -19.80,    0.20,    161,    1189
ASCC 66,168.39,-55.44,289.293,4.818,  0.200, -11.81,   3.31,,,    175,    1032
vdBergh-Hagen 87,151.14,-55.41,280.735,0.1,  0.120,  -8.97,  -0.20,,,    167,    1671
Saurer 3,160.355,-55.3,285.093,3.004,  0.110,  -8.34,   4.40,,,     57,    7075
Lynga 4,233.333,-55.24,324.653,0.652,  0.195,  -7.00,  -3.69,,,    327,    1369
FSR 1536,157.898,-55.15,283.8,2.441,  0.110,  -3.00,  -1.91,,,     78,    4569
Ruprecht 77,141.795,-55.123,276.48,-3.11,  0.140,  -4.36,   2.48,,,     28,    4089
NGC 4230,184.335,-55.12,298.028,7.427,  0.135,  -5.29,   5.66,,,     33,    2630
FSR 1509,147.005,-55.067,278.666,-1.082,  0.100,  -9.71,   2.42,,,    105,    2209
Ruprecht 85,150.42,-55.015,280.169,0.172,  0.100,  -4.80,   4.45,,,     90,    1286
FSR 1703,235.493,-54.98,325.804,0.133,  0.115,  -4.23,   1.20,,,     61,    1330
ASCC 58,153.757,-54.97,281.701,1.321,  0.310, -12.09,   3.98,    8.00,    3.70,    149,     564
Loden 46,155.798,-54.84,282.61,2.074,  0.125,  -6.55,   1.80,,,     69,    1184
FSR 1517,149.25,-54.818,279.515,-0.08,  0.105,  -9.78,  -1.01,,,     92,    6643
NGC 5593,216.405,-54.8,316.31,5.607,  0.135,  -3.50,  -1.72,,,    129,     808
NGC 3105,150.18,-54.78,279.918,0.276,  0.120,  -4.64,  -2.02,,,     51,   10301
vdBergh-Hagen 66,141.338,-54.725,276.014,-3.007,  0.080,  -5.56,   4.19,,,     45,    5664
vdBergh-Hagen 75,143.679,-54.7,276.982,-2.061,  0.118,  -7.31,   8.06,,,    133,    5984
Hogg 4,149.468,-54.625,279.497,0.149,  0.095,  -1.90,   1.50,,,     60,    1772
Ruprecht 83,147.33,-54.612,278.521,-0.612,  0.090,  -8.44,   3.27,,,    194,    6020
Loden 2115,226.928,-54.522,321.936,3.243,  0.190,  -7.78,  -0.59,,,    423,    1434
NGC 5925,231.893,-54.517,324.384,1.718,  0.135,   0.48,  -3.72,,,    143,    1555
FSR 1518,149.88,-54.51,279.616,0.386,  0.100,  -4.09,   2.38,,,     78,    1819
NGC 5749,222.195,-54.485,319.521,4.563,  0.210,  -1.05,  -3.44,,,    317,    1014
Teutsch 44,155.363,-54.445,282.185,2.271,  0.085,  -8.32,   1.46,,,     84,    5877
ASCC 54,146.197,-54.435,277.903,-0.898,  0.180,  -8.17,   1.75,,,    227,    1751
NGC 5822,226.118,-54.39,321.592,3.59,  0.550,  -7.38,  -5.17,  -21.17,    4.56,   1817,     794
FSR 1709,239.37,-54.375,327.933,-0.795,  0.150,  -0.64,  -1.00,  -37.50,    8.50,    127,    1893
vdBergh-Hagen 106,163.158,-54.265,286.053,4.667,  0.125,  -8.33,   4.66,,,     68,    3137
ASCC 52,141.998,-54.25,275.96,-2.399,  0.140,  -6.95,   3.60,   14.10,    0.30,    155,    2200
NGC 6067,243.3,-54.22,329.746,-2.208,  0.235,  -2.00,  -2.62,  -37.28,    3.02,    285,    1793
FSR 1646,199.118,-54.2,306.628,8.492,  0.120,  -3.77,   3.77,,,    123,    4784
Moffat 1,240.375,-54.117,328.546,-0.981,  0.100,   0.52,  -0.76,  -42.00,,     87,    2120
NGC 3330,159.69,-54.115,284.183,3.855,  0.145,  -6.60,   0.35,,,    132,    1250
Loden 59,157.567,-54.04,283.066,3.296,  0.140,  -9.84,   0.98,,,     32,     570
NGC 6031,241.912,-54.018,329.287,-1.507,  0.140,  -4.25,  -4.10,   -2.48,    1.34,    146,    1278
Ruprecht 82,146.438,-53.968,277.708,-0.45,  0.085,  -8.94,   1.70,,,     76,    2228
DBSB 94,235.575,-53.96,326.458,0.917,  0.075,  -3.70,  -0.19,  -42.40,,     36,    2422
FSR 1500,144.476,-53.953,276.826,-1.195,  0.067,  -0.28,   3.43,,,     46,    1380
FSR 1440,110.906,-53.947,265.346,-17.178,  0.205,  -6.14,   4.12,,,     91,    1631
ESO 166-04,137.625,-53.89,273.9,-3.974,  0.143,  -6.74,   8.23,,,     90,     978
ESO 168-04,157.732,-53.865,283.059,3.496,  0.100,  -4.32,   0.39,,,     72,    3084
MWSC 5701,282.39,-53.86,342.216,-21.342,  0.130,  -0.31,  -8.24,,,     53,    1467
Ruprecht 79,145.23,-53.85,277.092,-0.824,  0.155,  -7.25,   1.75,   34.89,   10.31,    192,    1991
FSR 1561,169.643,-53.79,289.373,6.619,  0.160,  -5.93,   4.97,,,     97,    3280
FSR 1716,242.67,-53.75,329.797,-1.611,  0.160,  -2.29,  -3.65,,,    125,    2396
NGC 6208,252.345,-53.715,333.757,-5.747,  0.210,  -3.15,  -2.20,  -32.21,    0.28,    176,     926
Ruprecht 78,142.26,-53.71,275.699,-1.902,  0.125, -10.00,   5.40,,,    115,    1706
FSR 1690,218.083,-53.7,317.635,6.267,  0.120,  -8.20,   0.64,,,    115,    1850
MWSC 4410,274.26,-53.69,340.632,-16.777,  0.195,  -4.64,  -6.57,,,    192,    2202
Harvard 9,233.46,-53.68,325.617,1.882,  0.120,  -4.21,  -2.97,,,    153,    1478
Trumpler 23,240.218,-53.533,328.859,-0.479,  0.165,  -5.67,  -4.96,,,    120,    2194
FSR 1556,167.295,-53.5,287.964,6.374,  0.105,  -6.68,   3.74,,,     45,    3708
NGC 2925,143.286,-53.371,275.913,-1.238,  0.270,  -9.04,   5.56,   16.00,    7.40,    270,     774
vdBergh-Hagen 79,146.032,-53.325,277.109,-0.115,  0.170,  -7.17,   3.53,,,    235,   10270
FSR 1652,200.454,-53.238,307.53,9.362,  0.150,  -7.38,  -2.04,,,    139,    1213
Miller 1,141.42,-53.225,275.002,-1.898,  0.065,  -6.32,   9.20,,,     22,    2792
Pismis 16,147.815,-53.173,277.832,0.683,  0.075,  -5.20,   3.13,   21.00,    9.00,     55,    1949
DBSB 39,141.103,-53.136,274.804,-1.966,  0.060,  -0.73,   7.19,,,     36,    1864
FSR 1729,254.105,-53.072,334.922,-6.158,  0.115,  -5.58,  -5.29,,,     78,    1629
vdBergh-Hagen 72,142.845,-53.035,275.491,-1.171,  0.090,  -5.37,   2.02,,,     78,    2032
